date,open,high,low,close,Volume
3/4/1981,0.66766478,0.66766478,0.66766478,0.66766478,22921
7/4/1981,0.66766478,0.67058034,0.66766478,0.67058034,424045
8/4/1981,0.66766478,0.66766478,0.66183365,0.66183365,91685
9/4/1981,0.65017139,0.65017139,0.65017139,0.65017139,34382
10/4/1981,0.63559357,0.63559357,0.62976244,0.63559357,641798
14/4/1981,0.63559357,0.63559357,0.63559357,0.63559357,286517
15/4/1981,0.63559357,0.63559357,0.62976244,0.62976244,206292
16/4/1981,0.62976244,0.62976244,0.62976244,0.62976244,213971
17/4/1981,0.62976244,0.62976244,0.62684688,0.62684688,79881
20/4/1981,0.62976244,0.62976244,0.62684688,0.62976244,217982
21/4/1981,0.62976244,0.63559357,0.62976244,0.62976244,203312
24/4/1981,0.62976244,0.62976244,0.62976244,0.62976244,11461
27/4/1981,0.62684688,0.62684688,0.62684688,0.62684688,11461
30/4/1981,0.62101575,0.62101575,0.62101575,0.62101575,11461
4/5/1981,0.62101575,0.62101575,0.62101575,0.62101575,84351
6/5/1981,0.62101575,0.62101575,0.62101575,0.62101575,781503
7/5/1981,0.62684688,0.62684688,0.62101575,0.62101575,57303
8/5/1981,0.62101575,0.62101575,0.62101575,0.62101575,80225
13/5/1981,0.61518456,0.61518456,0.61518456,0.61518456,229213
15/5/1981,0.61518456,0.61518456,0.61518456,0.61518456,103146
19/5/1981,0.60935343,0.60935343,0.60060674,0.60060674,137528
20/5/1981,0.60060674,0.60060674,0.59477561,0.59477561,148989
21/5/1981,0.59477561,0.59477561,0.59477561,0.59477561,45843
22/5/1981,0.59477561,0.59477561,0.59477561,0.59477561,31402
25/5/1981,0.58894448,0.58894448,0.58602892,0.58602892,148989
26/5/1981,0.58602892,0.58602892,0.58602892,0.58602892,234142
27/5/1981,0.58602892,0.58602892,0.58602892,0.58602892,80225
1/6/1981,0.58602892,0.58602892,0.58602892,0.58602892,91685
2/6/1981,0.58019779,0.58019779,0.58019779,0.58019779,344966
3/6/1981,0.57436666,0.57436666,0.56853553,0.56853553,252135
4/6/1981,0.5597888,0.5597888,0.5597888,0.5597888,57303
5/6/1981,0.5597888,0.56561997,0.5597888,0.56561997,137528
8/6/1981,0.5597888,0.5597888,0.5597888,0.5597888,34382
9/6/1981,0.55395768,0.55395768,0.55395768,0.55395768,57303
10/6/1981,0.55395768,0.55395768,0.55395768,0.55395768,11461
11/6/1981,0.55395768,0.55395768,0.55395768,0.55395768,27276
12/6/1981,0.55395768,0.55395768,0.55395768,0.55395768,68764
16/6/1981,0.55395768,0.5597888,0.55395768,0.5597888,57303
19/6/1981,0.54521098,0.54521098,0.54521098,0.54521098,22921
22/6/1981,0.53937986,0.53937986,0.53937986,0.53937986,11461
23/6/1981,0.53937986,0.53937986,0.53937986,0.53937986,173858
24/6/1981,0.53354873,0.53354873,0.53354873,0.53354873,57303
25/6/1981,0.53354873,0.53354873,0.53354873,0.53354873,229213
26/6/1981,0.524802,0.524802,0.51897087,0.51897087,126067
30/6/1981,0.50439305,0.51313975,0.50439305,0.51313975,103146
2/7/1981,0.51022418,0.51022418,0.51022418,0.51022418,297978
3/7/1981,0.50439305,0.50439305,0.50439305,0.50439305,653258
6/7/1981,0.50439305,0.51022418,0.50439305,0.51022418,114607
7/7/1981,0.51022418,0.51022418,0.50439305,0.50439305,34382
8/7/1981,0.51022418,0.51022418,0.50439305,0.50439305,446966
9/7/1981,0.49856193,0.49856193,0.49856193,0.49856193,11461
10/7/1981,0.49856193,0.49856193,0.49856193,0.49856193,11461
14/7/1981,0.50439305,0.50439305,0.50147749,0.50147749,51573
15/7/1981,0.49856193,0.49856193,0.4927308,0.4927308,774054
16/7/1981,0.49564636,0.49856193,0.49564636,0.49856193,35528
20/7/1981,0.49856193,0.50730862,0.49856193,0.50730862,171910
21/7/1981,0.50730862,0.50730862,0.50147749,0.50147749,26589
22/7/1981,0.49856193,0.49856193,0.49856193,0.49856193,114607
23/7/1981,0.49564636,0.49564636,0.4927308,0.4927308,281245
24/7/1981,0.4927308,0.4927308,0.4927308,0.4927308,11461
27/7/1981,0.4927308,0.49564636,0.4927308,0.49564636,84007
28/7/1981,0.4927308,0.4927308,0.4927308,0.4927308,483870
29/7/1981,0.4898152,0.4898152,0.4898152,0.4898152,27620
31/7/1981,0.4898152,0.4898152,0.4898152,0.4898152,11461
5/8/1981,0.48106851,0.48106851,0.48106851,0.48106851,11461
6/8/1981,0.47523738,0.47523738,0.47523738,0.47523738,22921
7/8/1981,0.47523738,0.47523738,0.47523738,0.47523738,22921
10/8/1981,0.47232182,0.47523738,0.47232182,0.47523738,194831
11/8/1981,0.47232182,0.47232182,0.47232182,0.47232182,103146
13/8/1981,0.47232182,0.47232182,0.46940625,0.46940625,229213
14/8/1981,0.46065956,0.46065956,0.46065956,0.46065956,297978
17/8/1981,0.46357512,0.46357512,0.44899727,0.44899727,160449
18/8/1981,0.44899727,0.44899727,0.44316614,0.44316614,366742
19/8/1981,0.43733501,0.43733501,0.43733501,0.43733501,22921
20/8/1981,0.44025058,0.44025058,0.43733501,0.43733501,573034
21/8/1981,0.42858832,0.42858832,0.42858832,0.42858832,653258
24/8/1981,0.44025058,0.44025058,0.42858832,0.42858832,561573
25/8/1981,0.42275719,0.42275719,0.42275719,0.42275719,515730
26/8/1981,0.41692603,0.41692603,0.4110949,0.4110949,400207
28/8/1981,0.42275719,0.42275719,0.42275719,0.42275719,34382
1/9/1981,0.41401047,0.41401047,0.41401047,0.41401047,22921
3/9/1981,0.41401047,0.41401047,0.41401047,0.41401047,27391
4/9/1981,0.41401047,0.41401047,0.4110949,0.4110949,22921
7/9/1981,0.4110949,0.4110949,0.4110949,0.4110949,22921
10/9/1981,0.4110949,0.4110949,0.40817934,0.40817934,57303
14/9/1981,0.4110949,0.4110949,0.4110949,0.4110949,11461
15/9/1981,0.41401047,0.41401047,0.41401047,0.41401047,22921
17/9/1981,0.40817934,0.40817934,0.40817934,0.40817934,34382
18/9/1981,0.40817934,0.40817934,0.40817934,0.40817934,309438
21/9/1981,0.40817934,0.40817934,0.40817934,0.40817934,424045
22/9/1981,0.4110949,0.41401047,0.4110949,0.4110949,106126
23/9/1981,0.41401047,0.41401047,0.41401047,0.41401047,22921
24/9/1981,0.41401047,0.41984163,0.41401047,0.41401047,148989
25/9/1981,0.41401047,0.41401047,0.4110949,0.41401047,103146
28/9/1981,0.40817934,0.40817934,0.40817934,0.40817934,11461
29/9/1981,0.40817934,0.40817934,0.40817934,0.40817934,44009
2/10/1981,0.40817934,0.40817934,0.40817934,0.40817934,80225
6/10/1981,0.40817934,0.40817934,0.40817934,0.40817934,22921
7/10/1981,0.40817934,0.40817934,0.40817934,0.40817934,653258
8/10/1981,0.4110949,0.4110949,0.4110949,0.4110949,22921
13/10/1981,0.40817934,0.40817934,0.40817934,0.40817934,103146
15/10/1981,0.40817934,0.40817934,0.40817934,0.40817934,80225
16/10/1981,0.40817934,0.40817934,0.40817934,0.40817934,68764
22/10/1981,0.40817934,0.40817934,0.40817934,0.40817934,11461
26/10/1981,0.40817934,0.40817934,0.40817934,0.40817934,57303
29/10/1981,0.40817934,0.40817934,0.40817934,0.40817934,11461
30/10/1981,0.40526378,0.40526378,0.40526378,0.40526378,68764
5/11/1981,0.40817934,0.40817934,0.40817934,0.40817934,29798
6/11/1981,0.40817934,0.40817934,0.40817934,0.40817934,137528
9/11/1981,0.40817934,0.40817934,0.40817934,0.40817934,34382
11/11/1981,0.40817934,0.40817934,0.40817934,0.40817934,45843
12/11/1981,0.40817934,0.40817934,0.40817934,0.40817934,22921
13/11/1981,0.4110949,0.4110949,0.4110949,0.4110949,134892
16/11/1981,0.4110949,0.4110949,0.4110949,0.4110949,80225
17/11/1981,0.4110949,0.4110949,0.40817934,0.4110949,370524
18/11/1981,0.40526378,0.40526378,0.39943265,0.39943265,57303
19/11/1981,0.39360152,0.39360152,0.39068596,0.39068596,57303
20/11/1981,0.39360152,0.39360152,0.39360152,0.39360152,57303
23/11/1981,0.39651708,0.39651708,0.39651708,0.39651708,22921
24/11/1981,0.39651708,0.39651708,0.39651708,0.39651708,34382
25/11/1981,0.39943265,0.39943265,0.39360152,0.39360152,274598
26/11/1981,0.39943265,0.40234821,0.39943265,0.39943265,240674
27/11/1981,0.40234821,0.40526378,0.40234821,0.40526378,309667
30/11/1981,0.40234821,0.40526378,0.39943265,0.39943265,222910
1/12/1981,0.39651708,0.39651708,0.39651708,0.39651708,22921
2/12/1981,0.39360152,0.39360152,0.39360152,0.39360152,34382
4/12/1981,0.39360152,0.39360152,0.39360152,0.39360152,103146
8/12/1981,0.39360152,0.39360152,0.39360152,0.39360152,45843
9/12/1981,0.39360152,0.39360152,0.39068596,0.39068596,194831
11/12/1981,0.39068596,0.39068596,0.39068596,0.39068596,34382
14/12/1981,0.39360152,0.39360152,0.38193923,0.38193923,198613
15/12/1981,0.37902366,0.37902366,0.3761081,0.37902366,183371
17/12/1981,0.38485483,0.38485483,0.37902366,0.37902366,329724
21/12/1981,0.37902366,0.37902366,0.3761081,0.3761081,435506
22/12/1981,0.3761081,0.3761081,0.37319254,0.37319254,412584
23/12/1981,0.37902366,0.37902366,0.36736141,0.37027697,595955
25/12/1981,0.36736141,0.36736141,0.36736141,0.36736141,458427
28/12/1981,0.37027697,0.37027697,0.36444584,0.36444584,3183890
29/12/1981,0.36444584,0.36736141,0.36444584,0.36444584,1171510
30/12/1981,0.37027697,0.37027697,0.37027697,0.37027697,217753
6/1/1982,0.36736141,0.37027697,0.36736141,0.37027697,114836
7/1/1982,0.36736141,0.36736141,0.36736141,0.36736141,145092
8/1/1982,0.36736141,0.36736141,0.36736141,0.36736141,34382
12/1/1982,0.37027697,0.37027697,0.37027697,0.37027697,38164
13/1/1982,0.37027697,0.37027697,0.37027697,0.37027697,22921
14/1/1982,0.37027697,0.37027697,0.37027697,0.37027697,114607
15/1/1982,0.3761081,0.3761081,0.3761081,0.3761081,11461
18/1/1982,0.37027697,0.37027697,0.37027697,0.37027697,68764
19/1/1982,0.37027697,0.37027697,0.37027697,0.37027697,68764
20/1/1982,0.37027697,0.37027697,0.36736141,0.36736141,262220
21/1/1982,0.36444584,0.36444584,0.36444584,0.36444584,103146
22/1/1982,0.36736141,0.36736141,0.36736141,0.36736141,11461
25/1/1982,0.37027697,0.37319254,0.37027697,0.37027697,57303
26/1/1982,0.37027697,0.37027697,0.37027697,0.37027697,34382
27/1/1982,0.37027697,0.37027697,0.37027697,0.37027697,171910
28/1/1982,0.37319254,0.37319254,0.37319254,0.37319254,171910
29/1/1982,0.37319254,0.37319254,0.37319254,0.37319254,355281
1/2/1982,0.37319254,0.37319254,0.37319254,0.37319254,325483
2/2/1982,0.37027697,0.37027697,0.37027697,0.37027697,240216
3/2/1982,0.37027697,0.37027697,0.37027697,0.37027697,19483
4/2/1982,0.37027697,0.37319254,0.37027697,0.37319254,131912
5/2/1982,0.37319254,0.37319254,0.37319254,0.37319254,91685
9/2/1982,0.37319254,0.37319254,0.37319254,0.37319254,39769
10/2/1982,0.37319254,0.37319254,0.37319254,0.37319254,68764
11/2/1982,0.3761081,0.3761081,0.3761081,0.3761081,45843
15/2/1982,0.3761081,0.3761081,0.3761081,0.3761081,11461
16/2/1982,0.3761081,0.3761081,0.3761081,0.3761081,84236
17/2/1982,0.37902366,0.37902366,0.37902366,0.37902366,80225
18/2/1982,0.37902366,0.37902366,0.37902366,0.37902366,34382
19/2/1982,0.38193923,0.38193923,0.38193923,0.38193923,34382
22/2/1982,0.38193923,0.38193923,0.38193923,0.38193923,132600
23/2/1982,0.38193923,0.38193923,0.38193923,0.38193923,79422
24/2/1982,0.38777039,0.39360152,0.38777039,0.39360152,618876
25/2/1982,0.39651708,0.39651708,0.39651708,0.39651708,80225
1/3/1982,0.38777039,0.38777039,0.38777039,0.38777039,34382
3/3/1982,0.39360152,0.39360152,0.39360152,0.39360152,57303
4/3/1982,0.39068596,0.39068596,0.39068596,0.39068596,60971
5/3/1982,0.38777039,0.38777039,0.38777039,0.38777039,57303
8/3/1982,0.38777039,0.38777039,0.38777039,0.38777039,194831
9/3/1982,0.38777039,0.38777039,0.38777039,0.38777039,309438
11/3/1982,0.38193923,0.38193923,0.38193923,0.38193923,458
12/3/1982,0.38193923,0.38193923,0.38193923,0.38193923,114607
17/3/1982,0.37902366,0.37902366,0.37902366,0.37902366,34382
18/3/1982,0.37902366,0.37902366,0.37027697,0.37027697,171910
19/3/1982,0.37027697,0.37027697,0.36736141,0.36736141,107157
22/3/1982,0.36736141,0.36736141,0.36736141,0.36736141,22921
23/3/1982,0.37027697,0.37027697,0.37027697,0.37027697,148989
25/3/1982,0.37027697,0.37319254,0.37027697,0.37319254,34382
26/3/1982,0.37319254,0.37319254,0.37319254,0.37319254,11461
29/3/1982,0.3761081,0.3761081,0.3761081,0.3761081,45843
31/3/1982,0.37027697,0.3761081,0.37027697,0.3761081,252135
1/4/1982,0.37902366,0.37902366,0.37902366,0.37902366,271618
8/4/1982,0.35278359,0.35278359,0.35278359,0.35278359,11461
9/4/1982,0.34986802,0.34986802,0.34986802,0.34986802,137528
12/4/1982,0.34986802,0.34986802,0.34986802,0.34986802,34382
14/4/1982,0.34986802,0.34986802,0.34986802,0.34986802,22921
16/4/1982,0.35569915,0.37027697,0.35569915,0.37027697,79766
19/4/1982,0.37027697,0.37027697,0.37027697,0.37027697,68764
20/4/1982,0.37027697,0.37027697,0.37027697,0.37027697,641798
21/4/1982,0.37027697,0.37027697,0.37027697,0.37027697,146124
22/4/1982,0.37027697,0.37319254,0.37027697,0.37027697,222337
23/4/1982,0.37319254,0.38485483,0.37319254,0.38485483,365825
26/4/1982,0.39360152,0.40234821,0.39360152,0.40234821,515730
27/4/1982,0.40234821,0.41401047,0.40234821,0.40817934,1582490
28/4/1982,0.40817934,0.40817934,0.40817934,0.40817934,103146
29/4/1982,0.40817934,0.40817934,0.40234821,0.40526378,607416
30/4/1982,0.40234821,0.40234821,0.39651708,0.39943265,252135
4/5/1982,0.40234821,0.40234821,0.40234821,0.40234821,92602
6/5/1982,0.40234821,0.40234821,0.40234821,0.40234821,297978
10/5/1982,0.40234821,0.40526378,0.40234821,0.40526378,230589
11/5/1982,0.40526378,0.40817934,0.40526378,0.40817934,332360
12/5/1982,0.40817934,0.40817934,0.40817934,0.40817934,126067
13/5/1982,0.41401047,0.41984163,0.4110949,0.41401047,742422
14/5/1982,0.41401047,0.42858832,0.41401047,0.42858832,1261935
17/5/1982,0.42858832,0.43150389,0.42858832,0.43150389,160449
18/5/1982,0.43733501,0.43733501,0.43150389,0.43150389,114607
19/5/1982,0.43150389,0.44899727,0.43150389,0.44899727,320899
20/5/1982,0.44899727,0.4548284,0.44899727,0.4548284,435506
21/5/1982,0.4548284,0.46065956,0.4548284,0.46065956,664719
24/5/1982,0.457744,0.457744,0.45191283,0.4548284,424045
25/5/1982,0.44608171,0.44608171,0.43441945,0.44316614,45843
26/5/1982,0.44316614,0.457744,0.43733501,0.457744,664719
27/5/1982,0.45191283,0.4548284,0.45191283,0.4548284,217753
28/5/1982,0.4548284,0.4548284,0.45191283,0.45191283,343820
31/5/1982,0.44899727,0.44899727,0.44899727,0.44899727,22921
1/6/1982,0.44608171,0.44608171,0.44608171,0.44608171,11461
2/6/1982,0.44608171,0.44608171,0.44608171,0.44608171,57303
3/6/1982,0.44316614,0.44608171,0.44316614,0.44608171,22921
4/6/1982,0.44316614,0.44899727,0.44316614,0.44899727,194831
7/6/1982,0.44899727,0.44899727,0.44899727,0.44899727,194831
8/6/1982,0.44899727,0.45191283,0.44899727,0.45191283,103146
9/6/1982,0.44899727,0.45191283,0.44899727,0.45191283,974157
10/6/1982,0.44899727,0.45191283,0.44899727,0.45191283,446966
11/6/1982,0.45191283,0.4548284,0.45191283,0.4548284,295456
14/6/1982,0.4548284,0.457744,0.4548284,0.457744,137528
15/6/1982,0.45191283,0.45191283,0.45191283,0.45191283,80225
16/6/1982,0.45191283,0.45191283,0.45191283,0.45191283,790787
17/6/1982,0.45191283,0.45191283,0.44899727,0.45191283,320899
18/6/1982,0.45191283,0.4548284,0.45191283,0.4548284,126067
22/6/1982,0.457744,0.46357512,0.457744,0.46357512,229213
23/6/1982,0.46065956,0.46357512,0.46065956,0.46357512,22921
24/6/1982,0.46357512,0.46357512,0.46357512,0.46357512,57303
25/6/1982,0.46357512,0.46649069,0.46357512,0.46649069,125151
28/6/1982,0.46649069,0.46649069,0.46649069,0.46649069,63034
29/6/1982,0.46940625,0.47523738,0.46940625,0.47232182,320899
30/6/1982,0.47232182,0.4898152,0.47232182,0.48106851,3942816
2/7/1982,0.4898152,0.4927308,0.48398407,0.4927308,1745461
5/7/1982,0.48689964,0.48689964,0.48689964,0.48689964,22921
7/7/1982,0.4898152,0.4927308,0.4898152,0.4927308,206292
8/7/1982,0.4927308,0.50147749,0.4927308,0.50147749,744944
9/7/1982,0.50439305,0.50439305,0.50147749,0.50147749,320899
12/7/1982,0.50439305,0.50439305,0.4927308,0.4927308,206292
13/7/1982,0.49564636,0.49856193,0.49564636,0.49856193,217753
14/7/1982,0.49564636,0.50147749,0.49564636,0.50147749,252135
15/7/1982,0.50439305,0.50730862,0.50439305,0.50730862,2486966
16/7/1982,0.50730862,0.51022418,0.50730862,0.50730862,240674
19/7/1982,0.50730862,0.51022418,0.50730862,0.51022418,91685
20/7/1982,0.51022418,0.51022418,0.51022418,0.51022418,126067
21/7/1982,0.51605531,0.51605531,0.51605531,0.51605531,129391
22/7/1982,0.51605531,0.52188644,0.51605531,0.52188644,401124
23/7/1982,0.52188644,0.52188644,0.51605531,0.52188644,474357
26/7/1982,0.52188644,0.52188644,0.52188644,0.52188644,378202
27/7/1982,0.52188644,0.52188644,0.52188644,0.52188644,1088764
28/7/1982,0.52771757,0.53063317,0.52771757,0.53063317,207209
29/7/1982,0.53063317,0.53646429,0.53063317,0.53646429,91685
30/7/1982,0.53646429,0.54812655,0.53063317,0.53063317,542663
2/8/1982,0.53063317,0.53646429,0.53063317,0.53646429,278838
3/8/1982,0.53646429,0.53646429,0.53063317,0.53063317,730389
4/8/1982,0.53646429,0.55104211,0.53646429,0.55104211,297978
5/8/1982,0.54229542,0.54229542,0.53646429,0.53646429,446966
6/8/1982,0.53646429,0.53646429,0.53646429,0.53646429,126067
9/8/1982,0.53646429,0.53646429,0.53063317,0.53063317,117701
10/8/1982,0.53646429,0.53646429,0.53063317,0.53063317,424045
11/8/1982,0.53063317,0.53063317,0.53063317,0.53063317,91685
13/8/1982,0.53063317,0.53063317,0.52771757,0.52771757,80225
16/8/1982,0.52771757,0.53063317,0.52771757,0.53063317,378202
17/8/1982,0.53063317,0.53063317,0.53063317,0.53063317,1185951
18/8/1982,0.53063317,0.54229542,0.53063317,0.54229542,469888
19/8/1982,0.54229542,0.55104211,0.54229542,0.54812655,1243598
20/8/1982,0.55104211,0.55104211,0.55104211,0.55104211,3782023
23/8/1982,0.55104211,0.55104211,0.55104211,0.55104211,848090
24/8/1982,0.55687324,0.58894448,0.55687324,0.58894448,1272135
25/8/1982,0.59186004,0.6035223,0.58311335,0.58311335,1547191
26/8/1982,0.58311335,0.58311335,0.5714511,0.5714511,218326
27/8/1982,0.5714511,0.57728222,0.5714511,0.57728222,985618
30/8/1982,0.59769117,0.6035223,0.58894448,0.6035223,1622946
31/8/1982,0.61810012,0.62976244,0.60935343,0.62976244,6589888
1/9/1982,0.62976244,0.62976244,0.61226899,0.61810012,1111685
2/9/1982,0.61226899,0.62976244,0.61226899,0.62393132,802362
3/9/1982,0.62976244,0.63850914,0.62976244,0.63850914,733483
6/9/1982,0.64725583,0.68515816,0.64725583,0.6734959,3025618
7/9/1982,0.64725583,0.66766478,0.64434026,0.66474921,3942472
8/9/1982,0.66766478,0.69973605,0.66474921,0.69973605,6662663
9/9/1982,0.69973605,0.70848274,0.69973605,0.70848274,2486966
10/9/1982,0.70848274,0.720145,0.70556718,0.71431387,4985393
13/9/1982,0.71431387,0.74055395,0.71431387,0.72889169,4630112
14/9/1982,0.72889169,0.72889169,0.65891808,0.65891808,2166067
15/9/1982,0.63850914,0.68515816,0.59769117,0.60935343,2372360
16/9/1982,0.61810012,0.65891808,0.61226899,0.64725583,4779101
17/9/1982,0.65308696,0.65308696,0.62976244,0.63850914,1891011
20/9/1982,0.63850914,0.63850914,0.6035223,0.6035223,1896856
21/9/1982,0.59186004,0.61226899,0.59186004,0.61226899,722022
22/9/1982,0.61226899,0.62976244,0.61226899,0.61810012,1020000
23/9/1982,0.62393132,0.62393132,0.62393132,0.62393132,744944
24/9/1982,0.62393132,0.64434026,0.62393132,0.64434026,1397400
27/9/1982,0.64725583,0.65308696,0.64725583,0.65308696,1444045
28/9/1982,0.64434026,0.64725583,0.63850914,0.64725583,1056789
29/9/1982,0.64434026,0.64434026,0.64434026,0.64434026,68764
30/9/1982,0.64434026,0.64434026,0.63850914,0.64434026,538652
1/10/1982,0.63850914,0.63850914,0.63850914,0.63850914,114607
4/10/1982,0.63267801,0.63850914,0.62976244,0.62976244,595955
5/10/1982,0.62393132,0.62393132,0.60935343,0.62393132,879263
6/10/1982,0.62393132,0.63850914,0.62393132,0.63850914,446966
7/10/1982,0.63850914,0.63850914,0.63850914,0.63850914,57303
8/10/1982,0.63850914,0.64725583,0.63850914,0.64434026,121139
11/10/1982,0.64725583,0.65891808,0.64725583,0.65891808,676180
12/10/1982,0.64725583,0.65308696,0.64434026,0.64725583,871011
13/10/1982,0.63850914,0.64434026,0.63850914,0.64434026,100396
14/10/1982,0.65308696,0.65891808,0.65308696,0.65891808,687640
15/10/1982,0.65891808,0.66766478,0.65891808,0.66474921,1531490
18/10/1982,0.65891808,0.65891808,0.65891808,0.65891808,186809
19/10/1982,0.65308696,0.65891808,0.65308696,0.65891808,320899
20/10/1982,0.65891808,0.65891808,0.65891808,0.65891808,229213
21/10/1982,0.65891808,0.66474921,0.65891808,0.66474921,527191
22/10/1982,0.66766478,0.67932703,0.66766478,0.67932703,456020
26/10/1982,0.68515816,0.69390492,0.68515816,0.69390492,3254832
27/10/1982,0.69973605,0.69973605,0.68807372,0.69973605,2727641
28/10/1982,0.69973605,0.70848274,0.69973605,0.69973605,1959775
29/10/1982,0.69973605,0.69973605,0.69390492,0.69390492,1967339
1/11/1982,0.69390492,0.69390492,0.69390492,0.69390492,378202
2/11/1982,0.68515816,0.68515816,0.67932703,0.68515816,183371
3/11/1982,0.68807372,0.68807372,0.68807372,0.68807372,148989
4/11/1982,0.68807372,0.69390492,0.68807372,0.69390492,345425
5/11/1982,0.68807372,0.70556718,0.68807372,0.70556718,1424218
8/11/1982,0.70556718,0.70556718,0.69973605,0.69973605,240674
9/11/1982,0.69973605,0.69973605,0.68807372,0.68807372,641798
10/11/1982,0.69390492,0.69390492,0.68807372,0.68807372,286517
11/11/1982,0.68807372,0.69390492,0.68807372,0.69390492,514584
12/11/1982,0.69390492,0.69390492,0.68807372,0.68807372,160449
15/11/1982,0.68515816,0.68807372,0.67932703,0.68807372,126067
16/11/1982,0.68807372,0.69973605,0.68807372,0.69973605,389663
18/11/1982,0.68807372,0.68807372,0.6734959,0.67932703,618876
19/11/1982,0.67932703,0.67932703,0.67932703,0.67932703,16045
22/11/1982,0.6734959,0.6734959,0.66766478,0.6734959,343820
23/11/1982,0.66766478,0.66766478,0.66766478,0.66766478,11461
24/11/1982,0.6734959,0.6734959,0.6734959,0.6734959,229213
25/11/1982,0.6734959,0.6734959,0.6734959,0.6734959,504270
26/11/1982,0.66766478,0.66766478,0.66766478,0.66766478,57303
29/11/1982,0.66766478,0.66766478,0.66474921,0.66474921,22921
1/12/1982,0.66766478,0.66766478,0.66766478,0.66766478,21890
2/12/1982,0.66474921,0.66766478,0.66474921,0.66766478,389663
3/12/1982,0.66766478,0.66766478,0.66474921,0.66766478,366742
7/12/1982,0.66474921,0.6734959,0.66474921,0.6734959,240674
8/12/1982,0.66474921,0.66474921,0.66474921,0.66474921,22921
9/12/1982,0.65891808,0.65891808,0.65891808,0.65891808,80225
13/12/1982,0.65891808,0.65891808,0.65891808,0.65891808,11461
14/12/1982,0.66474921,0.66766478,0.66474921,0.66766478,148989
